Record Type,PO Number,PO Number.1,PO Number.2,Chg,Com,Type,Conf,Order Date,Buyer,Account Number,Supplier,Curr,Item,Commodity Code,Description,Qty,Un,Order Value,Amount Invoiced,Unnamed: 20,WBS Code,Contract,Remarks
ttOrder,3093/M00048,3093/M00048,3093/M00048,V002,N,N,Y,01/10/2023,bstormon,BKHI01,BK Hire,AUD,8.0,MATS-001,Water Cart Rigid,100.0,EA,44610.0,0.0,,1LPV011,3093.0,Order Complete
ttOrder,3093/M00048,3093/M00048,3093/M00048,V002,N,N,Y,01/10/2023,bstormon,BKHI01,BK Hire,AUD,9.0,MATS-001,Water Cart Semi,100.0,EA,37000.0,1295.0,,1LPV011,3093.0,Order Complete
ttOrder,3093/M00048,3093/M00048,3093/M00048,V002,N,N,Y,01/10/2023,bstormon,BKHI01,BK Hire,AUD,10.0,MATS-001,Labour / Pre-start Rate,100.0,EA,11250.0,2250.0,,1LPV011,3093.0,Order Complete
ttOrder,3093/M00048,3093/M00048,3093/M00048,V002,N,N,Y,01/10/2023,bstormon,BKHI01,BK Hire,AUD,11.0,MATS-001,Float - Moving Equipment around site,50.0,HR,10000.0,3300.0,,1LPV011,3093.0,Order Complete
ttOrder,3093/M00048,3093/M00048,3093/M00048,V002,N,N,Y,01/10/2023,bstormon,BKHI01,BK Hire,AUD,12.0,MATS-001,Front Loader,100.0,EA,140000.0,0.0,,1LPV011,3093.0,Order Complete
ttOrder,3093/M00048,3093/M00048,3093/M00048,V002,N,N,Y,01/10/2023,bstormon,BKHI01,BK Hire,AUD,13.0,MATS-001,Roller – multi tyre - 18-20t,744.81,EA,93101.25,0.0,,1LPV011,3093.0,Order Complete
ttOrder,3093/M00050,3093/M00050,3093/M00050,V002,Y,N,Y,04/09/2023,bstormon,MIN017,Minstaff Survey Pty Ltd,AUD,1.0,MATS-001,Lead Survey,2720.0,HR,394400.0,0.0,,N001070,3093.0,Order Complete
ttOrder,3093/M00050,3093/M00050,3093/M00050,V002,Y,N,Y,04/09/2023,bstormon,MIN017,Minstaff Survey Pty Ltd,AUD,2.0,MATS-001,Project Surveyor,2720.0,HR,367200.0,0.0,,N001070,3093.0,Order Complete
ttOrder,3093/M00050,3093/M00050,3093/M00050,V002,Y,N,Y,04/09/2023,bstormon,MIN017,Minstaff Survey Pty Ltd,AUD,3.0,MATS-001,External Works,2720.0,HR,340000.0,0.0,,N001070,3093.0,Order Complete
ttOrder,3093/M00050,3093/M00050,3093/M00050,V002,Y,N,Y,04/09/2023,bstormon,MIN017,Minstaff Survey Pty Ltd,AUD,4.0,MATS-001,Assistant Surveyor,136.0,WK,9520.0,0.0,,N001070,3093.0,Order Complete
ttOrder,3093/M00050,3093/M00050,3093/M00050,V002,Y,N,Y,04/09/2023,bstormon,MIN017,Minstaff Survey Pty Ltd,AUD,5.0,MATS-001,Base Station Hire,680.0,WK,471131.2,0.0,,N001070,3093.0,Order Complete
ttOrder,3093/M00051,3093/M00051,3093/M00051,V002,Y,N,Y,04/09/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,1.0,MATS-001,[DAY30BL] Safety Flags - BLUE Bunting - 30m (ea/25box),8.0,EA,122.16,0.0,,N002110,3093.0,Order Complete
ttOrder,3093/M00051,3093/M00051,3093/M00051,V002,Y,N,Y,04/09/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,2.0,MATS-001,[SIGNA40] Safety Sign 600 x 450mm - Reverse Parking Only - Coreflute,4.0,EA,82.4,0.0,,N002110,3093.0,Order Complete
ttOrder,3093/M00051,3093/M00051,3093/M00051,V002,Y,N,Y,04/09/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,3.0,MATS-001,[YELMANUP] 1200 x 1800mm Coreflute Yellow Man Cut Out - Pointing Up,20.0,EA,1085.78,0.0,,N002110,3093.0,Order Complete
ttOrder,3093/M00051,3093/M00051,3093/M00051,V002,Y,N,Y,04/09/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,4.0,MATS-001,[SIGNSTICK] Custom Sticker A4 (to suit yellow men) - DANGER Overhead Powerlines ___m,20.0,EA,56.2,0.0,,N002110,3093.0,Order Complete
ttOrder,3093/M00051,3093/M00051,3093/M00051,V002,Y,N,Y,04/09/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,5.0,MATS-001,[SMP350W] DYMARK Spray and Mark Layout Paint; White 350gram (ea/12box),48.0,EA,318.73,0.0,,N002110,3093.0,Order Complete
ttOrder,3093/M00051,3093/M00051,3093/M00051,V002,Y,N,Y,04/09/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,6.0,MATS-001,[IFINEBLACK] Dy-Mark iFine Permanent Marker Pen - Black (ea/Box 10),10.0,EA,37.27,0.0,,N002110,3093.0,Order Complete
ttOrder,3093/M00051,3093/M00051,3093/M00051,V002,Y,N,Y,04/09/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,7.0,MATS-001,[PAINTPENP10BK] Paint Marker Pen P10 - Black (ea/12 Box),10.0,EA,54.09,0.0,,N002110,3093.0,Order Complete
ttOrder,3093/M00051,3093/M00051,3093/M00051,V002,Y,N,Y,04/09/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,8.0,MATS-001,Hardwood Peg 50 x 25 x 1200mm Painted (ea/10bundle),120.0,EA,718.8,0.0,,N002110,3093.0,Order Complete
ttOrder,3093/M00051,3093/M00051,3093/M00051,V002,Y,N,Y,04/09/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,9.0,DEL01,"Delivery - Regional to Lorrimer St, Oakey QLD 4401",1.0,NO,32.9,0.0,,N002110,3093.0,Order Complete
ttOrder,3093/M00052,3093/M00052,3093/M00052,V002,Y,N,Y,21/08/2023,cmacdonald,RAY007,Ray White Rural (Oakey),AUD,1.0,MATS-001,11 Berghofer Drive  Bond + Rent,2.0,EA,3760.0,1709.09,,N031001,3093.0,Order Complete
ttOrder,3093/M00052,3093/M00052,3093/M00052,V002,Y,N,Y,21/08/2023,cmacdonald,RAY007,Ray White Rural (Oakey),AUD,2.0,MATS-001,Monthly rent,10.0,EA,18800.0,2036.67,,N031001,3093.0,Order Complete
ttOrder,3093/M00052,3093/M00052,3093/M00052,V002,Y,N,Y,21/08/2023,cmacdonald,RAY007,Ray White Rural (Oakey),AUD,3.0,MATS-001,Extra bond amount,1.0,EA,90.91,90.91,,N031001,3093.0,Order Complete
ttOrder,3093/M00053,3093/M00053,3093/M00053,V002,Y,N,Y,05/09/2023,ajeffery,HAR022,Harvey's Towing (Qld) Pty Ltd,AUD,1.0,MATS-001,Transport C155 to site,1.0,EA,1000.0,700.0,,N008003,3093.0,Order Complete
ttOrder,3093/M00054,3093/M00054,3093/M00054,V002,Y,N,Y,05/09/2023,cmacdonald,BUNN04,Bunnings - QLD,AUD,1.0,MATS-001,cleaning supplies,2000.0,EA,2000.0,1652.87,,N002101,3093.0,Order Complete
ttOrder,3093/M00055,3093/M00055,3093/M00055,V002,Y,N,Y,13/10/2023,bstormon,OFFI10,Officeworks Superstores P/L,AUD,1.0,MATS-001,Supplies for site set up,30000.0,EA,30000.0,19487.63,,N002101,3093.0,Order Complete
ttOrder,3093/M00056,3093/M00056,3093/M00056,V002,Y,N,Y,06/09/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,1.0,MATS-001,[SIGNA2] Custom Design Sign A2 (420 x 594m) Corflute - Project Gate Sign,20.0,EA,412.0,0.0,,PPPPWIP,3093.0,Order Complete
ttOrder,3093/M00056,3093/M00056,3093/M00056,V002,Y,N,Y,06/09/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,2.0,DEL01,Delivery - Regional,1.0,NO,0.0,0.0,,PPPPWIP,3093.0,Order Complete
ttOrder,3093/M00057,3093/M00057,3093/M00057,V002,Y,N,Y,06/09/2023,bstormon,THE078,THE TRUSTEE FOR BEVELUCK NO 2,AUD,1.0,MATS-001,Whitegoods for site,3789.09,EA,3789.09,3789.09,,N008100,3093.0,Order Complete
ttOrder,3093/M00058,3093/M00058,3093/M00058,V002,Y,N,Y,06/09/2023,bstormon,TELC01,Telco Antennas Pty Ltd,AUD,1.0,MATS-001,Cable Assemblies,354.57,EA,354.57,300.73,,N002190,3093.0,Order Complete
ttOrder,3093/M00059,3093/M00059,3093/M00059,V002,Y,N,Y,07/09/2023,bstormon,WIR003,Wire Property Agents,AUD,1.0,MATS-001,Bond,1.0,EA,1800.0,1800.0,,N031001,3093.0,Order Complete
ttOrder,3093/M00059,3093/M00059,3093/M00059,V002,Y,N,Y,07/09/2023,bstormon,WIR003,Wire Property Agents,AUD,2.0,MATS-001,4 weeks rent,1.0,EA,1960.71,1960.71,,N031001,3093.0,Order Complete
ttOrder,3093/M00060,3093/M00060,3093/M00060,V001,Y,N,Y,11/10/2023,bstormon,TRA036,Traffic Engineering Australia,AUD,1.0,MATS-001,TGS,50.0,EA,15000.0,5700.0,,N002101,3093.0,Order Complete
ttOrder,3093/M00061,3093/M00061,3093/M00061,V001,Y,N,Y,07/09/2023,bstormon,THE078,THE TRUSTEE FOR BEVELUCK NO 2,AUD,1.0,MATS-001,White goods for houses,3.0,EA,8541.81,8541.81,,N031001,3093.0,Order Complete
ttOrder,3093/M00062,3093/M00062,3093/M00062,V001,Y,N,Y,07/09/2023,bstormon,NEVE01,Neverfail Springwater,AUD,1.0,MATS-001,Water coolers,3.0,EA,479.49,0.0,,N002101,3093.0,Order Complete
ttOrder,3093/M00062,3093/M00062,3093/M00062,V001,Y,N,Y,07/09/2023,bstormon,NEVE01,Neverfail Springwater,AUD,2.0,MATS-001,Spring water bottles,100.0,EA,1495.0,0.0,,N002101,3093.0,Order Complete
ttOrder,3093/M00063,3093/M00063,3093/M00063,V001,Y,N,Y,08/09/2023,cmacdonald,DSWO01,DS Workwear,AUD,1.0,MATS-001,PPE for Tayla and Greg,363.18,EA,363.18,363.16,,N003001,3093.0,Order Complete
ttOrder,3093/M00064,3093/M00064,3093/M00064,V001,Y,N,Y,08/09/2023,bstormon,JOBF01,Jobfit Health Group Pty Ltd,AUD,1.0,MATS-001,Rimal Bhudia - Medical Basic,1.0,EA,266.0,243.0,,N003001,3093.0,Order Complete
ttOrder,3093/M00065,3093/M00065,3093/M00065,V001,Y,N,Y,08/09/2023,cmacdonald,JAM002,James Lane,AUD,1.0,MATS-001,3x house sets of furniture,18473.9,EA,18473.9,16794.45,,N031001,3093.0,Order Complete
ttOrder,3093/M00066,3093/M00066,3093/M00066,V001,Y,N,Y,08/09/2023,bstormon,WIR003,Wire Property Agents,AUD,1.0,MATS-001,Bond for 2 Units on Sybyl Street,2.0,EA,4400.0,0.0,,N031001,3093.0,Order Complete
ttOrder,3093/M00066,3093/M00066,3093/M00066,V001,Y,N,Y,08/09/2023,bstormon,WIR003,Wire Property Agents,AUD,2.0,MATS-001,Rent for 2 units on Sybyl street,2.0,EA,4400.0,0.0,,N031001,3093.0,Order Complete
ttOrder,3093/M00067,3093/M00067,3093/M00067,V001,Y,N,Y,08/09/2023,bstormon,SUC001,Success Realty (QLD),AUD,1.0,MATS-001,2/4 Waverly St,11.0,EA,19800.0,3600.0,,N031001,3093.0,Order Complete
ttOrder,3093/M00067,3093/M00067,3093/M00067,V001,Y,N,Y,08/09/2023,bstormon,SUC001,Success Realty (QLD),AUD,2.0,MATS-001,5/77 Anzac Ave,11.0,EA,23760.0,4320.0,,N031001,3093.0,Order Complete
ttOrder,3093/M00067,3093/M00067,3093/M00067,V001,Y,N,Y,08/09/2023,bstormon,SUC001,Success Realty (QLD),AUD,3.0,MATS-001,1/9 Sunning St,11.0,EA,19140.0,3480.0,,N031001,3093.0,Order Complete
ttOrder,3093/M00067,3093/M00067,3093/M00067,V001,Y,N,Y,08/09/2023,bstormon,SUC001,Success Realty (QLD),AUD,4.0,MATS-001,1/15 Wapiti St,11.0,EA,18700.0,3400.0,,N031001,3093.0,Order Complete
ttOrder,3093/M00067,3093/M00067,3093/M00067,V001,Y,N,Y,08/09/2023,bstormon,SUC001,Success Realty (QLD),AUD,5.0,MATS-001,1/46 McGee St,11.0,EA,24200.0,4400.0,,N031001,3093.0,Order Complete
ttOrder,3093/M00067,3093/M00067,3093/M00067,V001,Y,N,Y,08/09/2023,bstormon,SUC001,Success Realty (QLD),AUD,6.0,MATS-001,44A Gordon Ave,11.0,EA,22000.0,2000.0,,N031001,3093.0,Order Complete
ttOrder,3093/M00068,3093/M00068,3093/M00068,V001,Y,N,Y,11/09/2023,bstormon,WIR003,Wire Property Agents,AUD,1.0,MATS-001,2/7 Camira Ct,11.0,EA,21560.0,1960.71,,N031001,3093.0,Order Complete
ttOrder,3093/M00068,3093/M00068,3093/M00068,V001,Y,N,Y,11/09/2023,bstormon,WIR003,Wire Property Agents,AUD,2.0,MATS-001,1/2 Sybyl St,12.0,EA,28757.16,6992.86,,N031001,3093.0,Order Complete
ttOrder,3093/M00068,3093/M00068,3093/M00068,V001,Y,N,Y,11/09/2023,bstormon,WIR003,Wire Property Agents,AUD,3.0,MATS-001,2/2 Sybyl St,12.0,EA,28757.16,6992.86,,N031001,3093.0,Order Complete
ttOrder,3093/M00068,3093/M00068,3093/M00068,V001,Y,N,Y,11/09/2023,bstormon,WIR003,Wire Property Agents,AUD,4.0,MATS-001,72 Jack St,11.0,EA,24200.0,2389.88,,N031001,3093.0,Order Complete
ttOrder,3093/M00069,3093/M00069,3093/M00069,V001,Y,N,Y,28/09/2023,bstormon,RAY007,Ray White Rural (Oakey),AUD,1.0,MATS-001,11 Berghofer Dr,11.0,EA,22403.37,2036.67,,N031001,3093.0,Order Complete
ttOrder,3093/M00069,3093/M00069,3093/M00069,V001,Y,N,Y,28/09/2023,bstormon,RAY007,Ray White Rural (Oakey),AUD,2.0,MATS-001,Bond top up,1.0,EA,80.0,80.0,,N031001,3093.0,Order Complete
ttOrder,3093/M00070,3093/M00070,3093/M00070,V001,Y,N,Y,08/09/2023,bstormon,JLC001,JLC Real Estate Pty Ltd,AUD,1.0,MATS-001,4 Clive St - Bond,1.0,EA,1650.0,1650.0,,N031001,3093.0,Order Complete
ttOrder,3093/M00070,3093/M00070,3093/M00070,V001,Y,N,Y,08/09/2023,bstormon,JLC001,JLC Real Estate Pty Ltd,AUD,2.0,MATS-001,4 Clive St,12.0,EA,13200.0,2025.71,,N031001,3093.0,Order Complete
ttOrder,3093/M00071,3093/M00071,3093/M00071,V001,Y,N,Y,11/09/2023,bstormon,TELC01,Telco Antennas Pty Ltd,AUD,1.0,MATS-001,Custom LCU400 Coaxial Cable,300.73,EA,300.73,300.73,,N002191,3093.0,Order Complete
ttOrder,3093/M00071,3093/M00071,3093/M00071,V001,Y,N,Y,11/09/2023,bstormon,TELC01,Telco Antennas Pty Ltd,AUD,2.0,MATS-001,Delivery .,33.77,EA,33.77,0.0,,N002191,3093.0,Order Complete
ttOrder,3093/M00072,3093/M00072,3093/M00072,V001,Y,N,Y,11/09/2023,cmacdonald,TRAD10,Tradeline Site Solutions,AUD,1.0,MATS-001,Toilet Paper 2 Ply 400 sheets Ind/Wrap (Box,5.0,EA,200.41,200.41,,N002101,3093.0,Order Complete
ttOrder,3093/M00072,3093/M00072,3093/M00072,V001,Y,N,Y,11/09/2023,cmacdonald,TRAD10,Tradeline Site Solutions,AUD,2.0,MATS-001,Hand Towel Rolls 180mm x 80m (Box of 16) -,5.0,EA,213.67,213.67,,N002101,3093.0,Order Complete
ttOrder,3093/M00072,3093/M00072,3093/M00072,V001,Y,N,Y,11/09/2023,cmacdonald,TRAD10,Tradeline Site Solutions,AUD,3.0,MATS-001,33/36L Garbage Bags - White (Roll 50),40.0,EA,290.68,290.68,,N002101,3093.0,Order Complete
ttOrder,3093/M00072,3093/M00072,3093/M00072,V001,Y,N,Y,11/09/2023,cmacdonald,TRAD10,Tradeline Site Solutions,AUD,4.0,MATS-001,73L Garbage Bags - (Packet/50),25.0,EA,294.25,294.25,,N002101,3093.0,Order Complete
ttOrder,3093/M00072,3093/M00072,3093/M00072,V001,Y,N,Y,11/09/2023,cmacdonald,TRAD10,Tradeline Site Solutions,AUD,5.0,MATS-001,Hand Towel Roll Metal Dispenser,3.0,EA,229.73,229.73,,N002101,3093.0,Order Complete
ttOrder,3093/M00072,3093/M00072,3093/M00072,V001,Y,N,Y,11/09/2023,cmacdonald,TRAD10,Tradeline Site Solutions,AUD,6.0,MATS-001,Bleach - 5 Litre,1.0,EA,21.46,21.46,,N002101,3093.0,Order Complete
ttOrder,3093/M00072,3093/M00072,3093/M00072,V001,Y,N,Y,11/09/2023,cmacdonald,TRAD10,Tradeline Site Solutions,AUD,7.0,MATS-001,Surface Cleaner 20L - Spray/Wipe Multi,1.0,EA,68.55,68.55,,N002101,3093.0,Order Complete
ttOrder,3093/M00072,3093/M00072,3093/M00072,V001,Y,N,Y,11/09/2023,cmacdonald,TRAD10,Tradeline Site Solutions,AUD,8.0,MATS-001,Laser Plus Toilet Bowl / Urinal Cleaner 20L,1.0,EA,95.85,95.85,,N002101,3093.0,Order Complete
ttOrder,3093/M00072,3093/M00072,3093/M00072,V001,Y,N,Y,11/09/2023,cmacdonald,TRAD10,Tradeline Site Solutions,AUD,9.0,MATS-001,Disinfectant 4in1 Lemon Floor/Surface,1.0,EA,62.12,62.12,,N002101,3093.0,Order Complete
ttOrder,3093/M00072,3093/M00072,3093/M00072,V001,Y,N,Y,11/09/2023,cmacdonald,TRAD10,Tradeline Site Solutions,AUD,10.0,MATS-001,Edco Hand Soap Dispenser 900ml capacity,5.0,EA,207.7,207.7,,N002101,3093.0,Order Complete
ttOrder,3093/M00072,3093/M00072,3093/M00072,V001,Y,N,Y,11/09/2023,cmacdonald,TRAD10,Tradeline Site Solutions,AUD,11.0,MATS-001,Soft Soap Hand Cleaner - 5 Litre (ea/2 per,2.0,EA,41.87,41.87,,N002101,3093.0,Order Complete
ttOrder,3093/M00072,3093/M00072,3093/M00072,V001,Y,N,Y,11/09/2023,cmacdonald,TRAD10,Tradeline Site Solutions,AUD,12.0,MATS-001,Dust Pan & Brush Set - Economy,5.0,EA,33.2,33.2,,N002101,3093.0,Order Complete
ttOrder,3093/M00072,3093/M00072,3093/M00072,V001,Y,N,Y,11/09/2023,cmacdonald,TRAD10,Tradeline Site Solutions,AUD,13.0,MATS-001,Glen 20 Spray 300g (ea/9 Box),9.0,EA,118.88,118.88,,N002101,3093.0,Order Complete
ttOrder,3093/M00072,3093/M00072,3093/M00072,V001,Y,N,Y,11/09/2023,cmacdonald,TRAD10,Tradeline Site Solutions,AUD,14.0,MATS-001,Urinal Deoderant Blocks 10kg - Fruity,2.0,EA,279.8,279.8,,N002101,3093.0,Order Complete
ttOrder,3093/M00072,3093/M00072,3093/M00072,V001,Y,N,Y,11/09/2023,cmacdonald,TRAD10,Tradeline Site Solutions,AUD,15.0,MATS-001,Cleaning Roll/Wipes TUF Calypso 30cm x 45m,10.0,EA,186.35,186.35,,N002101,3093.0,Order Complete
ttOrder,3093/M00072,3093/M00072,3093/M00072,V001,Y,N,Y,11/09/2023,cmacdonald,TRAD10,Tradeline Site Solutions,AUD,16.0,MATS-001,Scourer Sponges (5 Pack),10.0,EA,57.41,57.41,,N002101,3093.0,Order Complete
ttOrder,3093/M00072,3093/M00072,3093/M00072,V001,Y,N,Y,11/09/2023,cmacdonald,TRAD10,Tradeline Site Solutions,AUD,17.0,MATS-001,Toilet Brush and Holder Set,5.0,EA,31.59,31.59,,N002101,3093.0,Order Complete
ttOrder,3093/M00072,3093/M00072,3093/M00072,V001,Y,N,Y,11/09/2023,cmacdonald,TRAD10,Tradeline Site Solutions,AUD,18.0,MATS-001,Broom 600mm - Medium Bristle,2.0,EA,62.12,62.12,,N002101,3093.0,Order Complete
ttOrder,3093/M00072,3093/M00072,3093/M00072,V001,Y,N,Y,11/09/2023,cmacdonald,TRAD10,Tradeline Site Solutions,AUD,19.0,MATS-001,Heavy Duty Broom Handle 25mm x 1500mm,4.0,EA,26.3,26.3,,N002101,3093.0,Order Complete
ttOrder,3093/M00072,3093/M00072,3093/M00072,V001,Y,N,Y,11/09/2023,cmacdonald,TRAD10,Tradeline Site Solutions,AUD,20.0,MATS-001,Broom 600mm - Hard Bristle,2.0,EA,73.92,73.92,,N002101,3093.0,Order Complete
ttOrder,3093/M00072,3093/M00072,3093/M00072,V001,Y,N,Y,11/09/2023,cmacdonald,TRAD10,Tradeline Site Solutions,AUD,21.0,MATS-001,Plastic Mop Wringer Bucket 16L - RED,2.0,EA,102.82,102.82,,N002101,3093.0,Order Complete
ttOrder,3093/M00072,3093/M00072,3093/M00072,V001,Y,N,Y,11/09/2023,cmacdonald,TRAD10,Tradeline Site Solutions,AUD,22.0,MATS-001,Ezy Wring Cotton Mop RED,2.0,EA,43.4,43.4,,N002101,3093.0,Order Complete
ttOrder,3093/M00072,3093/M00072,3093/M00072,V001,Y,N,Y,11/09/2023,cmacdonald,TRAD10,Tradeline Site Solutions,AUD,23.0,MATS-001,ALUMINIUM MOP HANDLE - RED 1.5M X 25MM,2.0,EA,27.67,27.67,,N002101,3093.0,Order Complete
ttOrder,3093/M00072,3093/M00072,3093/M00072,V001,Y,N,Y,11/09/2023,cmacdonald,TRAD10,Tradeline Site Solutions,AUD,24.0,MATS-001,Office Bin 15L - Black,12.0,EA,128.88,128.88,,N002101,3093.0,Order Complete
ttOrder,3093/M00072,3093/M00072,3093/M00072,V001,Y,N,Y,11/09/2023,cmacdonald,TRAD10,Tradeline Site Solutions,AUD,25.0,MATS-001,Black/Yellow MSDS Binder Folder - 40mm - 2,2.0,EA,69.68,69.68,,N002101,3093.0,Order Complete
ttOrder,3093/M00072,3093/M00072,3093/M00072,V001,Y,N,Y,11/09/2023,cmacdonald,TRAD10,Tradeline Site Solutions,AUD,26.0,MATS-001,Sunscreen 2.5L Pump Pack SPF50+,5.0,EA,357.3,357.3,,N002101,3093.0,Order Complete
ttOrder,3093/M00072,3093/M00072,3093/M00072,V001,Y,N,Y,11/09/2023,cmacdonald,TRAD10,Tradeline Site Solutions,AUD,27.0,MATS-001,White Board Eraser,1.0,EA,14.05,14.05,,N002101,3093.0,Order Complete
ttOrder,3093/M00072,3093/M00072,3093/M00072,V001,Y,N,Y,11/09/2023,cmacdonald,TRAD10,Tradeline Site Solutions,AUD,28.0,MATS-001,75 litre Plastic Bin with Lid,5.0,EA,171.36,171.36,,N002101,3093.0,Order Complete
ttOrder,3093/M00072,3093/M00072,3093/M00072,V001,Y,N,Y,11/09/2023,cmacdonald,TRAD10,Tradeline Site Solutions,AUD,29.0,MATS-001,1000ml Spray Bottle (EMPTY),5.0,EA,18.86,18.86,,N002101,3093.0,Order Complete
ttOrder,3093/M00072,3093/M00072,3093/M00072,V001,Y,N,Y,11/09/2023,cmacdonald,TRAD10,Tradeline Site Solutions,AUD,30.0,MATS-001,1000ml Spray Bottle Trigger,5.0,EA,20.62,20.62,,N002101,3093.0,Order Complete
ttOrder,3093/M00072,3093/M00072,3093/M00072,V001,Y,N,Y,11/09/2023,cmacdonald,TRAD10,Tradeline Site Solutions,AUD,31.0,MATS-001,Delivery - Regional,1.0,EA,32.9,32.9,,N002101,3093.0,Order Complete
ttOrder,3093/M00073,3093/M00073,3093/M00073,V001,Y,N,Y,13/09/2023,cmacdonald,EUR006,Europcar VIC,AUD,1.0,MATS-001,Rental car,645.26,EA,645.26,645.26,,N002110,3093.0,Order Complete
ttOrder,3093/M00074,3093/M00074,3093/M00074,V001,Y,N,Y,13/09/2023,cmacdonald,THE078,THE TRUSTEE FOR BEVELUCK NO 2,AUD,1.0,MATS-001,coffee machine + cleaner,726.36,EA,726.36,726.36,,N002102,3093.0,Order Complete
ttOrder,3093/M00075,3093/M00075,3093/M00075,V001,Y,N,Y,07/10/2023,bstormon,THE079,The Trustee for WIEDMAN FAMIL,AUD,1.0,MATS-001,Travel to site and install AC,1.0,EA,2581.82,2581.82,,N008003,3093.0,Order Complete
ttOrder,3093/M00075,3093/M00075,3093/M00075,V001,Y,N,Y,07/10/2023,bstormon,THE079,The Trustee for WIEDMAN FAMIL,AUD,2.0,MATS-001,"Travel to site and inspect site, supply &",1.0,EA,8500.0,8500.0,,N008003,3093.0,Order Complete
ttOrder,3093/M00076,3093/M00076,3093/M00076,V001,Y,N,Y,13/09/2023,bstormon,RET003,Retracom Holdings Pty Ltd,AUD,1.0,MATS-001,Ablution Block 4.8x3.1 1F-3M+URINAL PROVISIONAL SUM ONLY,1.0,EA,0.0,0.0,,PPPPWIP,3093.0,Order Complete
ttOrder,3093/M00076,3093/M00076,3093/M00076,V001,Y,N,Y,13/09/2023,bstormon,RET003,Retracom Holdings Pty Ltd,AUD,2.0,MATS-001,Waste Tank 6x2.4 / 4500L PROVISIONAL SUM ONLY,1.0,EA,0.0,0.0,,PPPPWIP,3093.0,Order Complete
ttOrder,3093/M00076,3093/M00076,3093/M00076,V001,Y,N,Y,13/09/2023,bstormon,RET003,Retracom Holdings Pty Ltd,AUD,3.0,MATS-001,Landing (Step) 1.2x1.2,2.0,EA,0.0,0.0,,PPPPWIP,3093.0,Order Complete
ttOrder,3093/M00076,3093/M00076,3093/M00076,V001,Y,N,Y,13/09/2023,bstormon,RET003,Retracom Holdings Pty Ltd,AUD,4.0,MATS-001,Cleaning Fee (End of Rental) PROVISIONAL SUM ONLY,1.0,EA,0.0,0.0,,PPPPWIP,3093.0,Order Complete
ttOrder,3093/M00076,3093/M00076,3093/M00076,V001,Y,N,Y,13/09/2023,bstormon,RET003,Retracom Holdings Pty Ltd,AUD,5.0,MATS-001,Cleaning Fee (End of Rental) WASTE TANK CLEAN PROVISIONAL SUM ONLY,1.0,EA,0.0,0.0,,PPPPWIP,3093.0,Order Complete
ttOrder,3093/M00076,3093/M00076,3093/M00076,V001,Y,N,Y,13/09/2023,bstormon,RET003,Retracom Holdings Pty Ltd,AUD,6.0,MATS-001,Ablution Tank Pump Out (EACH CALL OUT),1.0,EA,0.0,0.0,,PPPPWIP,3093.0,Order Complete
ttOrder,3093/M00076,3093/M00076,3093/M00076,V001,Y,N,Y,13/09/2023,bstormon,RET003,Retracom Holdings Pty Ltd,AUD,7.0,MATS-001,Pickup Charge PROVISIONAL SUM ONLY,1.0,EA,0.0,0.0,,PPPPWIP,3093.0,Order Complete
ttOrder,3093/M00076,3093/M00076,3093/M00076,V001,Y,N,Y,13/09/2023,bstormon,RET003,Retracom Holdings Pty Ltd,AUD,8.0,MATS-001,Delivery Charge PROVISIONAL SUM ONLY,1.0,EA,0.0,0.0,,PPPPWIP,3093.0,Order Complete
ttOrder,3093/M00077,3093/M00077,3093/M00077,V001,N,N,Y,13/09/2023,bstormon,RET003,Retracom Holdings Pty Ltd,AUD,8.0,MATS-001,Delivery Charge PROVISIONAL SUM ONLY,0.0,EA,0.0,0.0,,PPPPWIP,3093.0,Order Complete
ttOrder,3093/M00078,3093/M00078,3093/M00078,V001,Y,N,Y,14/09/2023,bstormon,EMM002,Emma Lea Rackley,AUD,1.0,LABR-001,Weekly Rate for Emma Rackley for Community,28.15,WK,140750.0,0.0,,N001020,3093.0,Order Complete
ttOrder,3093/M00079,3093/M00079,3093/M00079,V001,Y,N,Y,14/09/2023,bstormon,JAM002,James Lane,AUD,1.0,MATS-001,153710AA,6042.73,EA,6042.73,6042.73,,N031001,3093.0,Order Complete
ttOrder,3093/M00079,3093/M00079,3093/M00079,V001,Y,N,Y,14/09/2023,bstormon,JAM002,James Lane,AUD,2.0,MATS-001,1537104,846.5,EA,846.5,846.5,,N031001,3093.0,Order Complete
ttOrder,3093/M00080,3093/M00080,3093/M00080,V001,Y,N,Y,05/10/2023,cmacdonald,TRAD10,Tradeline Site Solutions,AUD,1.0,MATS-001,T-top Bollard Top Only,200.0,EA,2180.0,2180.0,,PPPPWIP,3093.0,Order Complete
